ncm;regime;cst;norma;dispositivo;trecho
2000;isencao;07;"Tabela 4.3.14 - Tabela Operações com Isenção da Contribuição Social (CST 07) - Versão 1.0.4 - Atualizada em 28/04/2026";"Codigo da natureza da receita 904";"Desperdícios, resíduos ou aparas de plástico, de papel ou cartão, de vidro, de ferro ou aço, de cobre, de níquel, de alumínio, de chumbo, de zinco e de estanho, e demais desperdícios e resíduos metálicos do Capítulo 81 da Tipi, quando vendidos para pessoa jurídica que apure o imposto de renda com base no lucro real e que utilize os referidos insumos como matéria-prima ou material secundário ."
3000;isencao;07;"Tabela 4.3.14 - Tabela Operações com Isenção da Contribuição Social (CST 07) - Versão 1.0.4 - Atualizada em 28/04/2026";"Codigo da natureza da receita 904";"Desperdícios, resíduos ou aparas de plástico, de papel ou cartão, de vidro, de ferro ou aço, de cobre, de níquel, de alumínio, de chumbo, de zinco e de estanho, e demais desperdícios e resíduos metálicos do Capítulo 81 da Tipi, quando vendidos para pessoa jurídica que apure o imposto de renda com base no lucro real e que utilize os referidos insumos como matéria-prima ou material secundário ."
8108;isencao;07;"Tabela 4.3.14 - Tabela Operações com Isenção da Contribuição Social (CST 07) - Versão 1.0.4 - Atualizada em 28/04/2026";"Codigo da natureza da receita 904";"Desperdícios, resíduos ou aparas de plástico, de papel ou cartão, de vidro, de ferro ou aço, de cobre, de níquel, de alumínio, de chumbo, de zinco e de estanho, e demais desperdícios e resíduos metálicos do Capítulo 81 da Tipi, quando vendidos para pessoa jurídica que apure o imposto de renda com base no lucro real e que utilize os referidos insumos como matéria-prima ou material secundário ."
8102;isencao;07;"Tabela 4.3.14 - Tabela Operações com Isenção da Contribuição Social (CST 07) - Versão 1.0.4 - Atualizada em 28/04/2026";"Codigo da natureza da receita 904";"Desperdícios, resíduos ou aparas de plástico, de papel ou cartão, de vidro, de ferro ou aço, de cobre, de níquel, de alumínio, de chumbo, de zinco e de estanho, e demais desperdícios e resíduos metálicos do Capítulo 81 da Tipi, quando vendidos para pessoa jurídica que apure o imposto de renda com base no lucro real e que utilize os referidos insumos como matéria-prima ou material secundário ."
1300;isencao;07;"Tabela 4.3.14 - Tabela Operações com Isenção da Contribuição Social (CST 07) - Versão 1.0.4 - Atualizada em 28/04/2026";"Codigo da natureza da receita 904";"Desperdícios, resíduos ou aparas de plástico, de papel ou cartão, de vidro, de ferro ou aço, de cobre, de níquel, de alumínio, de chumbo, de zinco e de estanho, e demais desperdícios e resíduos metálicos do Capítulo 81 da Tipi, quando vendidos para pessoa jurídica que apure o imposto de renda com base no lucro real e que utilize os referidos insumos como matéria-prima ou material secundário ."
8104;isencao;07;"Tabela 4.3.14 - Tabela Operações com Isenção da Contribuição Social (CST 07) - Versão 1.0.4 - Atualizada em 28/04/2026";"Codigo da natureza da receita 904";"Desperdícios, resíduos ou aparas de plástico, de papel ou cartão, de vidro, de ferro ou aço, de cobre, de níquel, de alumínio, de chumbo, de zinco e de estanho, e demais desperdícios e resíduos metálicos do Capítulo 81 da Tipi, quando vendidos para pessoa jurídica que apure o imposto de renda com base no lucro real e que utilize os referidos insumos como matéria-prima ou material secundário ."
5200;isencao;07;"Tabela 4.3.14 - Tabela Operações com Isenção da Contribuição Social (CST 07) - Versão 1.0.4 - Atualizada em 28/04/2026";"Codigo da natureza da receita 904";"Desperdícios, resíduos ou aparas de plástico, de papel ou cartão, de vidro, de ferro ou aço, de cobre, de níquel, de alumínio, de chumbo, de zinco e de estanho, e demais desperdícios e resíduos metálicos do Capítulo 81 da Tipi, quando vendidos para pessoa jurídica que apure o imposto de renda com base no lucro real e que utilize os referidos insumos como matéria-prima ou material secundário ."
8109;isencao;07;"Tabela 4.3.14 - Tabela Operações com Isenção da Contribuição Social (CST 07) - Versão 1.0.4 - Atualizada em 28/04/2026";"Codigo da natureza da receita 904";"Desperdícios, resíduos ou aparas de plástico, de papel ou cartão, de vidro, de ferro ou aço, de cobre, de níquel, de alumínio, de chumbo, de zinco e de estanho, e demais desperdícios e resíduos metálicos do Capítulo 81 da Tipi, quando vendidos para pessoa jurídica que apure o imposto de renda com base no lucro real e que utilize os referidos insumos como matéria-prima ou material secundário ."
8113;isencao;07;"Tabela 4.3.14 - Tabela Operações com Isenção da Contribuição Social (CST 07) - Versão 1.0.4 - Atualizada em 28/04/2026";"Codigo da natureza da receita 904";"Desperdícios, resíduos ou aparas de plástico, de papel ou cartão, de vidro, de ferro ou aço, de cobre, de níquel, de alumínio, de chumbo, de zinco e de estanho, e demais desperdícios e resíduos metálicos do Capítulo 81 da Tipi, quando vendidos para pessoa jurídica que apure o imposto de renda com base no lucro real e que utilize os referidos insumos como matéria-prima ou material secundário ."
8101;isencao;07;"Tabela 4.3.14 - Tabela Operações com Isenção da Contribuição Social (CST 07) - Versão 1.0.4 - Atualizada em 28/04/2026";"Codigo da natureza da receita 904";"Desperdícios, resíduos ou aparas de plástico, de papel ou cartão, de vidro, de ferro ou aço, de cobre, de níquel, de alumínio, de chumbo, de zinco e de estanho, e demais desperdícios e resíduos metálicos do Capítulo 81 da Tipi, quando vendidos para pessoa jurídica que apure o imposto de renda com base no lucro real e que utilize os referidos insumos como matéria-prima ou material secundário ."
8112;isencao;07;"Tabela 4.3.14 - Tabela Operações com Isenção da Contribuição Social (CST 07) - Versão 1.0.4 - Atualizada em 28/04/2026";"Codigo da natureza da receita 904";"Desperdícios, resíduos ou aparas de plástico, de papel ou cartão, de vidro, de ferro ou aço, de cobre, de níquel, de alumínio, de chumbo, de zinco e de estanho, e demais desperdícios e resíduos metálicos do Capítulo 81 da Tipi, quando vendidos para pessoa jurídica que apure o imposto de renda com base no lucro real e que utilize os referidos insumos como matéria-prima ou material secundário ."
8110;isencao;07;"Tabela 4.3.14 - Tabela Operações com Isenção da Contribuição Social (CST 07) - Versão 1.0.4 - Atualizada em 28/04/2026";"Codigo da natureza da receita 904";"Desperdícios, resíduos ou aparas de plástico, de papel ou cartão, de vidro, de ferro ou aço, de cobre, de níquel, de alumínio, de chumbo, de zinco e de estanho, e demais desperdícios e resíduos metálicos do Capítulo 81 da Tipi, quando vendidos para pessoa jurídica que apure o imposto de renda com base no lucro real e que utilize os referidos insumos como matéria-prima ou material secundário ."
8106;isencao;07;"Tabela 4.3.14 - Tabela Operações com Isenção da Contribuição Social (CST 07) - Versão 1.0.4 - Atualizada em 28/04/2026";"Codigo da natureza da receita 904";"Desperdícios, resíduos ou aparas de plástico, de papel ou cartão, de vidro, de ferro ou aço, de cobre, de níquel, de alumínio, de chumbo, de zinco e de estanho, e demais desperdícios e resíduos metálicos do Capítulo 81 da Tipi, quando vendidos para pessoa jurídica que apure o imposto de renda com base no lucro real e que utilize os referidos insumos como matéria-prima ou material secundário ."
87100000;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 102";"Vendas a fabricante de veículos e carros blindados de combate, (NCM 8710.00.00) para uso pelas forças armadas ou órgãos de segurança pública brasileiros."
050400;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 201";"Insumos de origem animal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12, 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
18050000;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 201";"Insumos de origem animal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12, 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
0105;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 201";"Insumos de origem animal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12, 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
020621;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 201";"Insumos de origem animal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12, 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
07133329;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 201";"Insumos de origem animal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12, 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
020629;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 201";"Insumos de origem animal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12, 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
07061000;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 201";"Insumos de origem animal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12, 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
17029000;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 201";"Insumos de origem animal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12, 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
070990;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 201";"Insumos de origem animal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12, 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
150200;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 201";"Insumos de origem animal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12, 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
0103;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 201";"Insumos de origem animal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12, 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
07133399;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 201";"Insumos de origem animal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12, 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
020620;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 201";"Insumos de origem animal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12, 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
18040000;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 201";"Insumos de origem animal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12, 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
07020000;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 201";"Insumos de origem animal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12, 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
17011100;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 201";"Insumos de origem animal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12, 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
07133319;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 201";"Insumos de origem animal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12, 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
17019900;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 201";"Insumos de origem animal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12, 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
07019000;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 201";"Insumos de origem animal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12, 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
02061000;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 201";"Insumos de origem animal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12, 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
22090000;suspensao;09;"Tabela 4.3.16 - Tabela Operações com Suspensão da Contribuição Social (CST 09) - Versão 1.18 - Atualizada em 28/04/2026.";"Codigo da natureza da receita 201";"Insumos de origem animal, utilizados na fabricação de produtos destinados à alimentação humana ou animal, classificados na NCM capítulos 2 (exceto os códigos 02.01, 02.02, 02.03, 0206.10.00, 0206.20, 0206.21, 0206.29, 0206.30.00, 0206.4, 02.07, 0210.1), 3 (exceto os produtos vivos desse capítulo), 4, 8 a 12, 15 (exceto o código 0901.1, 1502.00.1), 16 e 23 (exceto as preparações dos tipos utilizados na alimentação de animais vivos classificados nas posições 01.03 e 01.05, classificadas no código 2309.90) e nos códigos 0504.00, 0701.90.00, 0702.00.00, 0706.10.00, 07.08, 0709.90, 07.10, 07.12 a 07.14 (exceto os códigos 0713.33.19, 0713.33.29 e 0713.33.99), 1701.11.00, 1701.99.00, 1702.90.00, 18.01, 18.03, 1804.00.00, 1805.00.00, 20.09 e 2209.00.00."
